Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
83,BLENDERBOT,Why do you ask that?,I do n't know,t do you like to do in your free time? Would you like to chat? I'll do my best to keep up Sure Please tell me more. Sure what do you do for a living? Please consider whether you can answer your own question. I 'm an accountant Very interesting. I 'm an accountant what about you? Why do you ask that?,i  do  not  know ,0.5621349066495895,0.8094256669282913,,,,,,,,,
84,ELIZA,I do n't know,Please tell me more.,to do in your free time? Would you like to chat? I'll do my best to keep up Sure Please tell me more. Sure what do you do for a living? Please consider whether you can answer your own question. I 'm an accountant Very interesting. I 'm an accountant what about you? Why do you ask that? I do n't know, please  tell  me  more ,0.618757851421833,0.8591547682881355,,,,,,,,,
85,BLENDERBOT,Please tell me more.,I do n't know I guess I just feel like I 'm not good enough for them.,me? Would you like to chat? I'll do my best to keep up Sure Please tell me more. Sure what do you do for a living? Please consider whether you can answer your own question. I 'm an accountant Very interesting. I 'm an accountant what about you? Why do you ask that? I do n't know Please tell me more.,i  do  not  know  i  guess  i  just  feel  like  i  am  not  good  enough  for  you ,0.672286609735559,0.7964889126665452,,,,,,,,,
86,ELIZA,I do n't know I guess I just feel like I 'm not good enough for them.,you do n't know you guess you just feel like you 'm not good enough for them.,l me more. Sure what do you do for a living? Please consider whether you can answer your own question. I 'm an accountant Very interesting. I 'm an accountant what about you? Why do you ask that? I do n't know Please tell me more. I do n't know I guess I just feel like I 'm not good enough for them., i  do  not  know  i .  you  just  feel  like  i  are  not  good  enough  for  them ,0.5614988133696469,0.893999704543282,,,,,,,,,
87,BLENDERBOT,you do n't know you guess you just feel like you 'm not good enough for them.,I do n't know if I 'm good enough,nswer your own question. I 'm an accountant Very interesting. I 'm an accountant what about you? Why do you ask that? I do n't know Please tell me more. I do n't know I guess I just feel like I 'm not good enough for them. you do n't know you guess you just feel like you 'm not good enough for them., i  do  not  know  if  i  am  good  enough ,0.6827896394663386,0.8826491468482547,,,,,,,,,
88,ELIZA,I do n't know if I 'm good enough,Please tell me more.,ccountant Very interesting. I 'm an accountant what about you? Why do you ask that? I do n't know Please tell me more. I do n't know I guess I just feel like I 'm not good enough for them. you do n't know you guess you just feel like you 'm not good enough for them. I do n't know if I 'm good enough,.  tell  me  more ,0.5157890077680349,0.9204216450452805,,,,,,,,,
89,BLENDERBOT,Please tell me more.,I do n't know if I 'm good enough but I do feel like I 'm not.,sting. I 'm an accountant what about you? Why do you ask that? I do n't know Please tell me more. I do n't know I guess I just feel like I 'm not good enough for them. you do n't know you guess you just feel like you 'm not good enough for them. I do n't know if I 'm good enough Please tell me more.,i  do  not  know  if  i  am  good  enough  but  i  just  feel  like  i  am  not ,0.6439998915747684,0.91223184150808,,,,,,,,,
90,ELIZA,I do n't know if I 'm good enough but I do feel like I 'm not.,Very interesting.,I do n't know Please tell me more. I do n't know I guess I just feel like I 'm not good enough for them. you do n't know you guess you just feel like you 'm not good enough for them. I do n't know if I 'm good enough Please tell me more. I do n't know if I 'm good enough but I do feel like I 'm not.,how  true ,0.07188545912504196,0.21975884959101677,,,,,,,,,
91,BLENDERBOT,Very interesting.,Yes,se tell me more. I do n't know I guess I just feel like I 'm not good enough for them. you do n't know you guess you just feel like you 'm not good enough for them. I do n't know if I 'm good enough Please tell me more. I do n't know if I 'm good enough but I do feel like I 'm not. Very interesting.,i ,0.0,0.13064803183078766,,,,,,,,,
92,ELIZA,Yes,"OK, but can you elaborate a bit?",ell me more. I do n't know I guess I just feel like I 'm not good enough for them. you do n't know you guess you just feel like you 'm not good enough for them. I do n't know if I 'm good enough Please tell me more. I do n't know if I 'm good enough but I do feel like I 'm not. Very interesting. Yes,",  so  can  you  elaborate  a  little ",0.4674409276672772,0.7422507405281067,,,,,,,,,
93,BLENDERBOT,"OK, but can you elaborate a bit?",Yes it was very interesting.,"s I just feel like I 'm not good enough for them. you do n't know you guess you just feel like you 'm not good enough for them. I do n't know if I 'm good enough Please tell me more. I do n't know if I 'm good enough but I do feel like I 'm not. Very interesting. Yes OK, but can you elaborate a bit?", yes  it  is  very  interesting ,0.43799982890486716,0.7759329974651337,,,,,,,,,
94,ELIZA,Yes it was very interesting.,"OK, but can you elaborate a bit?","ood enough for them. you do n't know you guess you just feel like you 'm not good enough for them. I do n't know if I 'm good enough Please tell me more. I do n't know if I 'm good enough but I do feel like I 'm not. Very interesting. Yes OK, but can you elaborate a bit? Yes it was very interesting.",",  but  can  you  elaborate  a  bit ",0.7113804391452244,0.8802072469677243,,,,,,,,,
95,BLENDERBOT,"OK, but can you elaborate a bit?",I had no idea what to expect,"now you guess you just feel like you 'm not good enough for them. I do n't know if I 'm good enough Please tell me more. I do n't know if I 'm good enough but I do feel like I 'm not. Very interesting. Yes OK, but can you elaborate a bit? Yes it was very interesting. OK, but can you elaborate a bit?", i  have  no  idea  what  to  say ,0.6507574915885925,0.8355211274964469,,,,,,,,,
96,ELIZA,I had no idea what to expect,you had no idea what to expect.,"ike you 'm not good enough for them. I do n't know if I 'm good enough Please tell me more. I do n't know if I 'm good enough but I do feel like I 'm not. Very interesting. Yes OK, but can you elaborate a bit? Yes it was very interesting. OK, but can you elaborate a bit? I had no idea what to expect",.  had  no  idea  what  to  expect ,0.7395876518317631,0.8955785504409245,,,,,,,,,
97,BLENDERBOT,you had no idea what to expect.,I had no idea what to expect but it turned out to be a great experience.,"hem. I do n't know if I 'm good enough Please tell me more. I do n't know if I 'm good enough but I do feel like I 'm not. Very interesting. Yes OK, but can you elaborate a bit? Yes it was very interesting. OK, but can you elaborate a bit? I had no idea what to expect you had no idea what to expect.", i  had  no  idea  what  to  expect .  it  turned  out  to  be  a  great  experience ,0.8649110104888678,0.9158046897500753,,,,,,,,,
98,ELIZA,I had no idea what to expect but it turned out to be a great experience.,Can you elaborate on that?," if I 'm good enough but I do feel like I 'm not. Very interesting. Yes OK, but can you elaborate a bit? Yes it was very interesting. OK, but can you elaborate a bit? I had no idea what to expect you had no idea what to expect. I had no idea what to expect but it turned out to be a great experience.", can  you  elaborate  on  it ,0.776255214214325,0.8352177500724792,,,,,,,,,
99,BLENDERBOT,Can you elaborate on that?,Well,"do feel like I 'm not. Very interesting. Yes OK, but can you elaborate a bit? Yes it was very interesting. OK, but can you elaborate a bit? I had no idea what to expect you had no idea what to expect. I had no idea what to expect but it turned out to be a great experience. Can you elaborate on that?",e ,0.0,0.11821479350328445,,,,,,,,,
100,ELIZA,Well,Let's change focus a bit... Tell me about your family.,"el like I 'm not. Very interesting. Yes OK, but can you elaborate a bit? Yes it was very interesting. OK, but can you elaborate a bit? I had no idea what to expect you had no idea what to expect. I had no idea what to expect but it turned out to be a great experience. Can you elaborate on that? Well", lets  just  topics  a  bit  tell  me  about  your  experience ,0.4564468635013327,0.7147252678871154,,,,,,,,,
101,BLENDERBOT,Let's change focus a bit... Tell me about your family.,Well I 'm not sure if I 'm going to be able to get the job.," elaborate a bit? Yes it was very interesting. OK, but can you elaborate a bit? I had no idea what to expect you had no idea what to expect. I had no idea what to expect but it turned out to be a great experience. Can you elaborate on that? Well Let's change focus a bit... Tell me about your family.",well  i  am  not  sure  if  i  am  going  to  be  able  to  do  a  details ,0.629870207325439,0.8015484297648072,,,,,,,,,
102,ELIZA,Well I 'm not sure if I 'm going to be able to get the job.,Let's change focus a bit... Tell me about your family.,ou elaborate a bit? I had no idea what to expect you had no idea what to expect. I had no idea what to expect but it turned out to be a great experience. Can you elaborate on that? Well Let's change focus a bit... Tell me about your family. Well I 'm not sure if I 'm going to be able to get the job.,so  change  focus  a  bit Tell  me  about  your  family ,0.6719526290893555,0.8909229129552841,,,,,,,,,
103,BLENDERBOT,Let's change focus a bit... Tell me about your family.,My family is very supportive.,d no idea what to expect. I had no idea what to expect but it turned out to be a great experience. Can you elaborate on that? Well Let's change focus a bit... Tell me about your family. Well I 'm not sure if I 'm going to be able to get the job. Let's change focus a bit... Tell me about your family.,my  family  is  very  close ,0.5911418795585632,0.6263978898525238,,,,,,,,,
104,ELIZA,My family is very supportive.,"When your family is very supportive, how do you feel?",d no idea what to expect but it turned out to be a great experience. Can you elaborate on that? Well Let's change focus a bit... Tell me about your family. Well I 'm not sure if I 'm going to be able to get the job. Let's change focus a bit... Tell me about your family. My family is very supportive., if  your  family  is  not  supportive  how  do  you  feel ,0.5870355561375618,0.7916934624314308,,,,,,,,,
105,BLENDERBOT,"When your family is very supportive, how do you feel?",They are always there for me when I need them.,"at experience. Can you elaborate on that? Well Let's change focus a bit... Tell me about your family. Well I 'm not sure if I 'm going to be able to get the job. Let's change focus a bit... Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel?", they  are  always  there  for  me  when  i  need  them ,0.8451593697071076,0.9033952474594116,,,,,,,,,
106,ELIZA,They are always there for me when I need them.,I see.,"Let's change focus a bit... Tell me about your family. Well I 'm not sure if I 'm going to be able to get the job. Let's change focus a bit... Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel? They are always there for me when I need them.", i  feel ,0.2917829751968384,0.38236595690250397,,,,,,,,,
107,BLENDERBOT,I see.,Yeah,"hange focus a bit... Tell me about your family. Well I 'm not sure if I 'm going to be able to get the job. Let's change focus a bit... Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel? They are always there for me when I need them. I see.",we ,0.0,0.08925366401672363,,,,,,,,,
108,ELIZA,Yeah,How do you feel when you say that?," focus a bit... Tell me about your family. Well I 'm not sure if I 'm going to be able to get the job. Let's change focus a bit... Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel? They are always there for me when I need them. I see. Yeah", how  do  you  feel  when  you  hear  you ,0.6484143743291497,0.8035038076341152,,,,,,,,,
109,BLENDERBOT,How do you feel when you say that?,Yeah I 'm not sure what I 'm going to do with my life now.,"family. Well I 'm not sure if I 'm going to be able to get the job. Let's change focus a bit... Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel? They are always there for me when I need them. I see. Yeah How do you feel when you say that?",well  i  am  not  sure  what  i  am  going  to  do  with  my  family . ,0.6887852032048006,0.8651923298835754,,,,,,,,,
110,ELIZA,Yeah I 'm not sure what I 'm going to do with my life now.,How do you feel when you say that?,"the job. Let's change focus a bit... Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel? They are always there for me when I need them. I see. Yeah How do you feel when you say that? Yeah I 'm not sure what I 'm going to do with my life now.", how  do  you  feel  when  you  say  that ,0.8344230800867081,0.9511412531137466,,,,,,,,,
111,BLENDERBOT,How do you feel when you say that?,I feel like I need to do something about it,". Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel? They are always there for me when I need them. I see. Yeah How do you feel when you say that? Yeah I 'm not sure what I 'm going to do with my life now. How do you feel when you say that?", i  feel  like  i  need  to  do  something  about  it ,0.8678737342357635,0.8678737342357635,,,,,,,,,
112,ELIZA,I feel like I need to do something about it,"Good, tell me more about these feelings.","ry supportive. When your family is very supportive, how do you feel? They are always there for me when I need them. I see. Yeah How do you feel when you say that? Yeah I 'm not sure what I 'm going to do with my life now. How do you feel when you say that? I feel like I need to do something about it",.  tell  me  more  about  your  kids ,0.482509992047978,0.7502574643918446,,,,,,,,,
113,BLENDERBOT,"Good, tell me more about these feelings.",I feel like I need to do something about it but I do n't know what to do.,"upportive, how do you feel? They are always there for me when I need them. I see. Yeah How do you feel when you say that? Yeah I 'm not sure what I 'm going to do with my life now. How do you feel when you say that? I feel like I need to do something about it Good, tell me more about these feelings.", i  feel  like  i  need  to  do  something  about  it  but  i  do  not  know  what  to  do ,0.8359054724375407,0.9444822669029236,,,,,,,,,
114,ELIZA,I feel like I need to do something about it but I do n't know what to do.,"Good, tell me more about these feelings."," I see. Yeah How do you feel when you say that? Yeah I 'm not sure what I 'm going to do with my life now. How do you feel when you say that? I feel like I need to do something about it Good, tell me more about these feelings. I feel like I need to do something about it but I do n't know what to do.", please  tell  me  more  about  these  feelings ,0.7068417753492083,0.9242927517209735,,,,,,,,,
115,BLENDERBOT,"Good, tell me more about these feelings.",Well," that? Yeah I 'm not sure what I 'm going to do with my life now. How do you feel when you say that? I feel like I need to do something about it Good, tell me more about these feelings. I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings.",good ,0.0,0.16530366241931915,,,,,,,,,
116,ELIZA,Well,Very interesting.,"? Yeah I 'm not sure what I 'm going to do with my life now. How do you feel when you say that? I feel like I need to do something about it Good, tell me more about these feelings. I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well",",  i ",0.022028984501957893,0.40588443726301193,,,,,,,,,
117,BLENDERBOT,Very interesting.,Well I 'm not sure what to tell you.,"re what I 'm going to do with my life now. How do you feel when you say that? I feel like I need to do something about it Good, tell me more about these feelings. I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well Very interesting.", but  i  am  not  sure  what  to  tell  you ,0.620437253266573,0.84432296289338,,,,,,,,,
118,ELIZA,Well I 'm not sure what to tell you.,Why do you say that well you 'm not sure what to tell me?," now. How do you feel when you say that? I feel like I need to do something about it Good, tell me more about these feelings. I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well Very interesting. Well I 'm not sure what to tell you."," why  do  you  say , ?  i  are  not  sure  what  to  tell  me ",0.5842194971295872,0.8700395396777562,,,,,,,,,
119,BLENDERBOT,Why do you say that well you 'm not sure what to tell me?,I do n't want to ruin our friendship.,"d to do something about it Good, tell me more about these feelings. I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well Very interesting. Well I 'm not sure what to tell you. Why do you say that well you 'm not sure what to tell me?", you  do  not  want  to  ruin  our  relationship ,0.5732524991035461,0.7714003808796406,,,,,,,,,
120,ELIZA,I do n't want to ruin our friendship.,Why do you say that you do n't want to ruin our friendship?,"me more about these feelings. I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well Very interesting. Well I 'm not sure what to tell you. Why do you say that well you 'm not sure what to tell me? I do n't want to ruin our friendship.", why  do  you  say  that  you  do  not  want  to  ruin  our  friendship ,0.8017507699819711,0.9532333245644202,,,,,,,,,
121,BLENDERBOT,Why do you say that you do n't want to ruin our friendship?,I do n't know,"hing about it but I do n't know what to do. Good, tell me more about these feelings. Well Very interesting. Well I 'm not sure what to tell you. Why do you say that well you 'm not sure what to tell me? I do n't want to ruin our friendship. Why do you say that you do n't want to ruin our friendship?", i  do  not  know ,0.5335394963622093,0.7784156873822212,,,,,,,,,
122,ELIZA,I do n't know,How does that make you feel?,"but I do n't know what to do. Good, tell me more about these feelings. Well Very interesting. Well I 'm not sure what to tell you. Why do you say that well you 'm not sure what to tell me? I do n't want to ruin our friendship. Why do you say that you do n't want to ruin our friendship? I do n't know", how  does  that  make  you ? ,0.7059616645177206,0.7807870556910833,,,,,,,,,
123,BLENDERBOT,How does that make you feel?,I do n't know I guess I just feel like I 'm not good enough for her.," Good, tell me more about these feelings. Well Very interesting. Well I 'm not sure what to tell you. Why do you say that well you 'm not sure what to tell me? I do n't want to ruin our friendship. Why do you say that you do n't want to ruin our friendship? I do n't know How does that make you feel?", i  do  not  know  i  guess  i  just  feel  like  i  am  not  good  enough  for  you ,0.7424214331104475,0.8808495367274565,,,,,,,,,
124,ELIZA,I do n't know I guess I just feel like I 'm not good enough for her.,you do n't know you guess you just feel like you 'm not good enough for her., I 'm not sure what to tell you. Why do you say that well you 'm not sure what to tell me? I do n't want to ruin our friendship. Why do you say that you do n't want to ruin our friendship? I do n't know How does that make you feel? I do n't know I guess I just feel like I 'm not good enough for her., i  do  not  know  i .  you  just  feel  like  i  are  not  good  enough  for  her ,0.5300166515427169,0.8746053068076863,,,,,,,,,
125,BLENDERBOT,you do n't know you guess you just feel like you 'm not good enough for her.,I do n't know if I 'm good enough,t to tell me? I do n't want to ruin our friendship. Why do you say that you do n't want to ruin our friendship? I do n't know How does that make you feel? I do n't know I guess I just feel like I 'm not good enough for her. you do n't know you guess you just feel like you 'm not good enough for her.,i  do  not  know  if  i  am  good  enough ,0.6501041680781378,0.8562744524743822,,,,,,,,,
126,ELIZA,I do n't know if I 'm good enough,I see.  And what does that tell you?,n our friendship. Why do you say that you do n't want to ruin our friendship? I do n't know How does that make you feel? I do n't know I guess I just feel like I 'm not good enough for her. you do n't know you guess you just feel like you 'm not good enough for her. I do n't know if I 'm good enough, to  guess e ia  what  does  that  make  you ,0.2671315264370706,0.5897459454006619,,,,,,,,,
127,BLENDERBOT,I see.  And what does that tell you?,I do n't know if I 'm good enough but I do feel like I 'm not., you do n't want to ruin our friendship? I do n't know How does that make you feel? I do n't know I guess I just feel like I 'm not good enough for her. you do n't know you guess you just feel like you 'm not good enough for her. I do n't know if I 'm good enough I see.  And what does that tell you?, i  do  not  know  if  i  am  good  enough  but  i  just  feel  like  i  am  not ,0.6605782164534664,0.9204103035085341,,,,,,,,,
128,ELIZA,I do n't know if I 'm good enough but I do feel like I 'm not.,you do n't know if you 'm good enough but you do feel like you 'm not., that make you feel? I do n't know I guess I just feel like I 'm not good enough for her. you do n't know you guess you just feel like you 'm not good enough for her. I do n't know if I 'm good enough I see.  And what does that tell you? I do n't know if I 'm good enough but I do feel like I 'm not., i  do  not  know  if  i  are  good  enough  but  you  just  feel  like  i  are  not ,0.5450764526339138,0.9159055282087887,,,,,,,,,
129,BLENDERBOT,you do n't know if you 'm good enough but you do feel like you 'm not.,I do n't think I 'm good enough.,od enough for her. you do n't know you guess you just feel like you 'm not good enough for her. I do n't know if I 'm good enough I see.  And what does that tell you? I do n't know if I 'm good enough but I do feel like I 'm not. you do n't know if you 'm good enough but you do feel like you 'm not., i  do  not  think  i  am  good  enough ,0.5753790201852098,0.926197774708271,,,,,,,,,
130,ELIZA,I do n't think I 'm good enough.,Please tell me more.,w you guess you just feel like you 'm not good enough for her. I do n't know if I 'm good enough I see.  And what does that tell you? I do n't know if I 'm good enough but I do feel like I 'm not. you do n't know if you 'm good enough but you do feel like you 'm not. I do n't think I 'm good enough., please  tell  me  more ,0.7159329950809479,0.7646991349756718,,,,,,,,,
131,BLENDERBOT,Please tell me more.,I feel like I 'm wasting my time and money.,feel like you 'm not good enough for her. I do n't know if I 'm good enough I see.  And what does that tell you? I do n't know if I 'm good enough but I do feel like I 'm not. you do n't know if you 'm good enough but you do feel like you 'm not. I do n't think I 'm good enough. Please tell me more., i  feel  like  i  am  wasting  your  time  and  money ,0.6963939223438501,0.8160155281424523,,,,,,,,,
132,ELIZA,I feel like I 'm wasting my time and money.,When do you usually feel like you 'm wasting your time and money?,do n't know if I 'm good enough I see.  And what does that tell you? I do n't know if I 'm good enough but I do feel like I 'm not. you do n't know if you 'm good enough but you do feel like you 'm not. I do n't think I 'm good enough. Please tell me more. I feel like I 'm wasting my time and money.,how  do  you  first  feel  like  i  are  wasting  your  time  and  money ,0.6119570919814018,0.9180071858259348,,,,,,,,,
133,BLENDERBOT,When do you usually feel like you 'm wasting your time and money?,I feel like I waste my time a lot of the time.,u? I do n't know if I 'm good enough but I do feel like I 'm not. you do n't know if you 'm good enough but you do feel like you 'm not. I do n't think I 'm good enough. Please tell me more. I feel like I 'm wasting my time and money. When do you usually feel like you 'm wasting your time and money?,i  feel  like  i  waste  my  time  a  lot  of  the  time ,0.8381558507680893,0.92020217080911,,,,,,,,,
134,ELIZA,I feel like I waste my time a lot of the time.,"Good, tell me more about these feelings.",eel like I 'm not. you do n't know if you 'm good enough but you do feel like you 'm not. I do n't think I 'm good enough. Please tell me more. I feel like I 'm wasting my time and money. When do you usually feel like you 'm wasting your time and money? I feel like I waste my time a lot of the time., please  tell  me  more  about  your  things ,0.5666492214576075,0.8609947668654578,,,,,,,,,
135,BLENDERBOT,"Good, tell me more about these feelings.",I do n't know what to do about it.," 'm good enough but you do feel like you 'm not. I do n't think I 'm good enough. Please tell me more. I feel like I 'm wasting my time and money. When do you usually feel like you 'm wasting your time and money? I feel like I waste my time a lot of the time. Good, tell me more about these feelings.", i  do  not  know  what  to  do  with  this ,0.6852791375584073,0.8458153174983131,,,,,,,,,
136,ELIZA,I do n't know what to do about it.,Can you elaborate on that?,"e you 'm not. I do n't think I 'm good enough. Please tell me more. I feel like I 'm wasting my time and money. When do you usually feel like you 'm wasting your time and money? I feel like I waste my time a lot of the time. Good, tell me more about these feelings. I do n't know what to do about it.", can  you  elaborate  on  it ,0.716292655467987,0.7495014578104019,,,,,,,,,
137,BLENDERBOT,Can you elaborate on that?,Well,"k I 'm good enough. Please tell me more. I feel like I 'm wasting my time and money. When do you usually feel like you 'm wasting your time and money? I feel like I waste my time a lot of the time. Good, tell me more about these feelings. I do n't know what to do about it. Can you elaborate on that?",e ,0.0,0.13711148500442505,,,,,,,,,
138,ELIZA,Well,Please tell me more.,"m good enough. Please tell me more. I feel like I 'm wasting my time and money. When do you usually feel like you 'm wasting your time and money? I feel like I waste my time a lot of the time. Good, tell me more about these feelings. I do n't know what to do about it. Can you elaborate on that? Well",",  tell  me  more ",0.511757998727262,0.958658367395401,,,,,,,,,
139,BLENDERBOT,Please tell me more.,Well I 'm not sure if I 'm going to be able to get the job.," tell me more. I feel like I 'm wasting my time and money. When do you usually feel like you 'm wasting your time and money? I feel like I waste my time a lot of the time. Good, tell me more about these feelings. I do n't know what to do about it. Can you elaborate on that? Well Please tell me more.", but  i  am  not  sure  if  i  am  going  to  be  able  to  get  a  money ,0.6375509635545313,0.8060384872369468,,,,,,,,,
140,ELIZA,Well I 'm not sure if I 'm going to be able to get the job.,I see.,"hen do you usually feel like you 'm wasting your time and money? I feel like I waste my time a lot of the time. Good, tell me more about these feelings. I do n't know what to do about it. Can you elaborate on that? Well Please tell me more. Well I 'm not sure if I 'm going to be able to get the job.", i  ' ,0.22024664282798767,0.26991286501288414,,,,,,,,,
141,BLENDERBOT,I see.,Yeah,"you usually feel like you 'm wasting your time and money? I feel like I waste my time a lot of the time. Good, tell me more about these feelings. I do n't know what to do about it. Can you elaborate on that? Well Please tell me more. Well I 'm not sure if I 'm going to be able to get the job. I see.",i ,0.0,0.0742054432630539,,,,,,,,,
142,ELIZA,Yeah,yeah.,"sually feel like you 'm wasting your time and money? I feel like I waste my time a lot of the time. Good, tell me more about these feelings. I do n't know what to do about it. Can you elaborate on that? Well Please tell me more. Well I 'm not sure if I 'm going to be able to get the job. I see. Yeah",", ",0.0,0.41558483242988586,,,,,,,,,
143,BLENDERBOT,yeah.,Yeah I 'm not sure what I 'm going to do with my life now.," feel like you 'm wasting your time and money? I feel like I waste my time a lot of the time. Good, tell me more about these feelings. I do n't know what to do about it. Can you elaborate on that? Well Please tell me more. Well I 'm not sure if I 'm going to be able to get the job. I see. Yeah yeah.", also  i  am  not  sure  what  i  am  going  to  do  with  my  time . ,0.6921312894672156,0.8850588421026866,,,,,,,,,
144,ELIZA,Yeah I 'm not sure what I 'm going to do with my life now.,I see.,"I waste my time a lot of the time. Good, tell me more about these feelings. I do n't know what to do about it. Can you elaborate on that? Well Please tell me more. Well I 'm not sure if I 'm going to be able to get the job. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now.", i  ' ,0.48120659589767456,0.5546407923102379,,,,,,,,,
145,BLENDERBOT,I see.,Yeah," my time a lot of the time. Good, tell me more about these feelings. I do n't know what to do about it. Can you elaborate on that? Well Please tell me more. Well I 'm not sure if I 'm going to be able to get the job. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now. I see.", i ,0.010058055631816387,0.04799681529402733,,,,,,,,,
146,ELIZA,Yeah,I see.  And what does that tell you?,"ime a lot of the time. Good, tell me more about these feelings. I do n't know what to do about it. Can you elaborate on that? Well Please tell me more. Well I 'm not sure if I 'm going to be able to get the job. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now. I see. Yeah"," i  guess  "" ia  what  does  he  tell  you ",0.39077554643154144,0.5062613412737846,,,,,,,,,
147,BLENDERBOT,I see.  And what does that tell you?,Yeah I 'm not sure what I 'm going to do with my life now.,more about these feelings. I do n't know what to do about it. Can you elaborate on that? Well Please tell me more. Well I 'm not sure if I 'm going to be able to get the job. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now. I see. Yeah I see.  And what does that tell you?, yeah  i  am  not  sure  what  i  am  going  to  do  with  my  life  now ,0.7626902690778176,0.9159818649291992,,,,,,,,,
148,ELIZA,Yeah I 'm not sure what I 'm going to do with my life now.,How do you feel when you say that?,t. Can you elaborate on that? Well Please tell me more. Well I 'm not sure if I 'm going to be able to get the job. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now. I see. Yeah I see.  And what does that tell you? Yeah I 'm not sure what I 'm going to do with my life now., how  do  you  feel  when  you  hear  you ,0.6650666855275631,0.7823431603610516,,,,,,,,,
149,BLENDERBOT,How do you feel when you say that?,I feel like I need to do something about it,Please tell me more. Well I 'm not sure if I 'm going to be able to get the job. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now. I see. Yeah I see.  And what does that tell you? Yeah I 'm not sure what I 'm going to do with my life now. How do you feel when you say that?, i  feel  like  i  need  to  do  something  about  that ,0.8434110879898071,0.8480876296758652,,,,,,,,,
150,ELIZA,I feel like I need to do something about it,When do you usually feel like you need to do something about it?, 'm going to be able to get the job. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now. I see. Yeah I see.  And what does that tell you? Yeah I 'm not sure what I 'm going to do with my life now. How do you feel when you say that? I feel like I need to do something about it,.  do  you  really  feel  like  you  need  to  do  something  about  something ,0.726425862351719,0.836849393752905,,,,,,,,,
151,BLENDERBOT,When do you usually feel like you need to do something about it?,I feel like I need to do something about it but I do n't know what to do.,not sure what I 'm going to do with my life now. I see. Yeah I see.  And what does that tell you? Yeah I 'm not sure what I 'm going to do with my life now. How do you feel when you say that? I feel like I need to do something about it When do you usually feel like you need to do something about it?, i  feel  like  i  need  to  do  something  about  it  but  i  do  not  know  what  to  do ,0.8521215783225166,0.9609464969899919,,,,,,,,,
152,ELIZA,I feel like I need to do something about it but I do n't know what to do.,"Good, tell me more about these feelings.",hat does that tell you? Yeah I 'm not sure what I 'm going to do with my life now. How do you feel when you say that? I feel like I need to do something about it When do you usually feel like you need to do something about it? I feel like I need to do something about it but I do n't know what to do., please  tell  me  more  about  your  things ,0.5377292861147518,0.7903075409787041,,,,,,,,,
153,BLENDERBOT,"Good, tell me more about these feelings.",Well,"e what I 'm going to do with my life now. How do you feel when you say that? I feel like I need to do something about it When do you usually feel like you need to do something about it? I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings.",e ,0.0,0.12065693736076355,,,,,,,,,
154,ELIZA,Well,Can you elaborate on that?,"t I 'm going to do with my life now. How do you feel when you say that? I feel like I need to do something about it When do you usually feel like you need to do something about it? I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well", can  you  elaborate  on  this ,0.6934496402740479,0.7393398225307465,,,,,,,,,
155,BLENDERBOT,Can you elaborate on that?,Well I 'm not sure what to tell you.,"life now. How do you feel when you say that? I feel like I need to do something about it When do you usually feel like you need to do something about it? I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well Can you elaborate on that?",?  i  am  not  sure  what  to  tell  you ,0.6259390416606847,0.8312755773464838,,,,,,,,,
156,ELIZA,Well I 'm not sure what to tell you.,I see.,"y that? I feel like I need to do something about it When do you usually feel like you need to do something about it? I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well Can you elaborate on that? Well I 'm not sure what to tell you.", i  just ,0.3600992262363434,0.4450470209121704,,,,,,,,,
