Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh,USR DLcontext,USR DLfact,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
80,,So your name is Nihed?,yes,"? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed So your name is Nihed?",what,0,0.076070048,0.91182655,0.78673255,,,,,,,,,
81,Leolani2,yes,Do you have any gossip?,"know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed So your name is Nihed? yes",do  you  know  any  pets,0.524467072,0.661293757,0.87710845,0.95688033,5,5,5,5,5,5,5,5,5
82,Nihed,Do you have any gossip?,Fajjaaz is my friend,"ke noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed So your name is Nihed? yes Do you have any gossip?",she  is  my  favorite,0.372639418,0.431724139,0.80477005,0.71887624,,,,,,,,,
83,Leolani2,Fajjaaz is my friend,If you don't mind me asking. Has nihed friend be family of by a person?,o not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed So your name is Nihed? yes Do you have any gossip? Fajjaaz is my friend,if  you  would  mind  me  asking can  a  ever  been  asked  member  such  another  chef,0.217915522,0.504037865,0.99208444,0.99674654,4,4,5,5,4,4,5,4,3
84,Nihed,If you don't mind me asking. Has nihed friend be family of by a person?,Yes Hidde is his uncle,cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed So your name is Nihed? yes Do you have any gossip? Fajjaaz is my friend If you don't mind me asking. Has nihed friend be family of by a person?,yes  he  is  my  friend,0.101086655,0.377383275,0.93847495,0.70926994,,,,,,,,,
85,Leolani2,Yes Hidde is his uncle,If you don't mind me asking. What kinds of things can be a his uncle like lea hidde,msterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed So your name is Nihed? yes Do you have any gossip? Fajjaaz is my friend If you don't mind me asking. Has nihed friend be family of by a person? Yes Hidde is his uncle,if  you  do  mind  me  asking  all  kind  of  people  could  happen  called  good  friend ?  how ?,0.319426289,0.63221078,0.99498546,0.970086,1,3,4,4,3,2,3,2,2
86,Nihed,If you don't mind me asking. What kinds of things can be a his uncle like lea hidde,An uncle is a man,aid What's up? What is your name? Stranger? Nihed So your name is Nihed? yes Do you have any gossip? Fajjaaz is my friend If you don't mind me asking. Has nihed friend be family of by a person? Yes Hidde is his uncle If you don't mind me asking. What kinds of things can be a his uncle like lea hidde,his  he  of  a  friend,0.120219272,0.285240002,0.99623966,0.99594015,,,,,,,,,
87,Leolani2,An uncle is a man,I am glad to have learned something new. I did not know anything that an uncle be,t is your name? Stranger? Nihed So your name is Nihed? yes Do you have any gossip? Fajjaaz is my friend If you don't mind me asking. Has nihed friend be family of by a person? Yes Hidde is his uncle If you don't mind me asking. What kinds of things can be a his uncle like lea hidde An uncle is a man,i  am  glad  i  have  learned  something . i  do  not  know  before  about  his  uncle  is,0.551520508,0.740270604,0.99631405,0.9966041,4,3,4,5,5,4,5,5,5
88,Nihed,I am glad to have learned something new. I did not know anything that an uncle be,Do you know an aunt?,Fajjaaz is my friend If you don't mind me asking. Has nihed friend be family of by a person? Yes Hidde is his uncle If you don't mind me asking. What kinds of things can be a his uncle like lea hidde An uncle is a man I am glad to have learned something new. I did not know anything that an uncle be,do  you  have  his  uncle,0.345508348,0.732370281,0.9945684,0.9958754,,,,,,,,,
89,Leolani2,Do you know an aunt?,"I know agent usually do know article:indefinite, but I do not know this case",If you don't mind me asking. Has nihed friend be family of by a person? Yes Hidde is his uncle If you don't mind me asking. What kinds of things can be a his uncle like lea hidde An uncle is a man I am glad to have learned something new. I did not know anything that an uncle be Do you know an aunt?,i  do  i  i  i  the  relatives  but  i  do  not  in  the .,0.307529845,0.596000295,0.9912217,0.99415666,1,1,3,2,3,2,3,4,3
90,Nihed,"I know agent usually do know article:indefinite, but I do not know this case",an aunt is a woman,"Hidde is his uncle If you don't mind me asking. What kinds of things can be a his uncle like lea hidde An uncle is a man I am glad to have learned something new. I did not know anything that an uncle be Do you know an aunt? I know agent usually do know article:indefinite, but I do not know this case",my  aunt  is  a  man,0.448926455,0.495542909,0.99387604,0.99546295,,,,,,,,,
91,Leolani2,an aunt is a woman,This is news to me. I had never heard about an aunt before!,"If you don't mind me asking. What kinds of things can be a his uncle like lea hidde An uncle is a man I am glad to have learned something new. I did not know anything that an uncle be Do you know an aunt? I know agent usually do know article:indefinite, but I do not know this case an aunt is a woman",which  was  new  to  me i  have  never  heard  of  an  aunt  being,0.476714128,0.81128324,0.9976113,0.70313364,3,3,4,2,3,4,3,4,4
92,Nihed,This is news to me. I had never heard about an aunt before!,stop,"is uncle like lea hidde An uncle is a man I am glad to have learned something new. I did not know anything that an uncle be Do you know an aunt? I know agent usually do know article:indefinite, but I do not know this case an aunt is a woman This is news to me. I had never heard about an aunt before!",i,0,0.18668431,0.99617684,0.99624896,,,,,,,,,
93,Leolani2,stop,Why?,"cle like lea hidde An uncle is a man I am glad to have learned something new. I did not know anything that an uncle be Do you know an aunt? I know agent usually do know article:indefinite, but I do not know this case an aunt is a woman This is news to me. I had never heard about an aunt before! stop",me,0,0.105805844,0.9957057,0.99148065,,,,,,,,,
94,Leolani2,Why?,Do you have any gossip?,"ike lea hidde An uncle is a man I am glad to have learned something new. I did not know anything that an uncle be Do you know an aunt? I know agent usually do know article:indefinite, but I do not know this case an aunt is a woman This is news to me. I had never heard about an aunt before! stop Why?",do  you  know  any  relatives,0.503514498,0.656476563,0.99503946,0.9751283,,,,,,,,,
95,Nihed,Do you have any gossip?,stop,"s a man I am glad to have learned something new. I did not know anything that an uncle be Do you know an aunt? I know agent usually do know article:indefinite, but I do not know this case an aunt is a woman This is news to me. I had never heard about an aunt before! stop Why? Do you have any gossip?",i,0,0.079552129,0.9961476,0.9946419,,,,,,,,,
96,Leolani2,stop,There is no escape from destiny,"an I am glad to have learned something new. I did not know anything that an uncle be Do you know an aunt? I know agent usually do know article:indefinite, but I do not know this case an aunt is a woman This is news to me. I had never heard about an aunt before! stop Why? Do you have any gossip? stop",there  is  no  rule  from  gossip,0.665650112,0.727103365,0.9961152,0.99679536,,,,,,,,,
